subject	task_experience_response	task_experience_other_response	open_ended_feedback_response
5b9530390f85f600015705bf	No	NA	n/a
5b9dd322f074140001050095	No	NA	NA
5ba854ed7c0ebe0001272f2d	No	NA	NA
5ba855d47c0ebe0001272f70	No	NA	NA
5bb8740a0cb04c00014f72e9	No	NA	NA
5bbe6691ba8d7d0001951ef9	No	NA	NA
5bc0ac845a09ea00012e2d30	No	NA	NA
5bcc60b95c2b810001dc68e2	No	NA	NA
5be2991826f9ec00013f6f40	No	NA	NA
5be31629e69dde0001a2fdd3	No	NA	NA
5bea832a4fbb6f00017ea3e9	No	NA	NA
5bf28a086d4c3e00014410f7	No	NA	NA
5bf4f905345b9b00016eda45	No	NA	There was a similar task I did involving the mouse and selecting the shape that was different from a group of 4 shapes while ignoring the colors, but nothing like this exact experiment.
5c060efc891bb4000121c377	No	NA	Thank you
5c06b3f64a2b7b0001c3c185	No	NA	Interesting exercise. Good luck with your research.
5c0a22affe40eb00016262b6	No	NA	NA
5c109903e6eb4e0001b29e44	No	NA	NA
5c16e72c91defa000115c8ec	No	NA	no issues or additional commentary
5c17294778ee390001ab19e5	No	NA	NA
5c284ae48e845b0001fc40aa	No	NA	NA
5c28e9dfda51990001e3204b	No	NA	NA
5c2a92b4b8e5f900015b3f58	No	NA	NA
5c3a925919ceb400010c9344	No	NA	NA
5c48ca334635bf000171c13f	No	NA	NA
5c4e3977c0783c00016936f9	No	NA	NA
5c4e9bd1818d4d00013e8859	No	NA	NA
5c535974b7cf140001d308d3	No	NA	NA
5c573f18d3cc6b0001d9dbc3	No	NA	NA
5c58e01e6f4ec5000164c35a	No	NA	NA
5c64189eede39b0001c39e61	No	NA	NA
5c6ac9e5d9c5be000174497f	No	NA	NA
5c78b032419dcc0014119082	No	NA	NA
5c800507a1d4b900114f28c4	No	NA	NA
5c958b7bd676900001e1a73b	No	NA	A progress bar would be nice
5c9a7a644a640200171c0cc2	No	NA	NA
5c9ebf067114700016da2813	No	NA	NA
5ca4bade374f11000118f010	No	NA	NA
5caa7f8c0d95570013d82f2f	No	NA	NA
5cab7cc86d3a6e001519d9e9	No	NA	NA
5cb568ebf0e31e0017d9bf32	No	NA	no feedback
5cbb78d664170f00011d7c4f	No	NA	NA
5cc5e72ce3c44e0015fdf990	No	NA	NA
5ccba9db385fbf0001f55fd6	No	NA	NA
5cd063ce657e300016f6c95a	No	NA	NA
5cd3ff1ac99584000199dd15	No	NA	NA
5cdad620eae6f70019d4e950	No	NA	NA
5ced82e372abf2000174775e	No	NA	N/A
5cfb5233df7d70001619ca90	No	NA	Great.
5d10102523f6320017c63e07	No	NA	NA
5d158f6419d2ed0001e2120c	No	NA	NA
5d17a2c94d7eea00170c3aca	No	NA	NA
5d193535601cd70017727028	No	NA	NA
5d1ba5653788ac0019ced548	No	NA	NA
5d1beb9c9e033e0017a725dc	No	NA	NA
5d1d0270601cd7000172942f	No	NA	NA
5d1e2045a37a4d001a1fc2cb	No	NA	NA
5d269fedf6dec40019b87a59	No	NA	NA
5d296b94d7d4940015e62ca6	No	NA	NA
5d2a3561d3edf900018016a1	No	NA	NA
5d2fbee1fb16450018a7a023	No	NA	No comments
5d332957d0635b00013bd785	No	NA	NA
5d3522b6eac3d50017df02cb	No	NA	NA
5d3cc9010e510a00013df6f6	No	NA	NA
5d3df9b23bf3780015abf56f	No	NA	NA
5d48fcc5643eb80001fb43fa	No	NA	no
5d4b14caed2dfc0001a22c1a	No	NA	NA
5d4b265b72db9d0015e8aac6	No	NA	To proceed to the next screen, I had to press shift+space at times when the experiement page instructed to only press the space bar.
5d4cdc63ec9aa0000112ae43	No	NA	No
5d5315f889849a0001a76d1a	No	NA	NA
5d53bffa147a7d00015aae5a	No	NA	NA
5d5dc2d37bfc8400013b653c	No	NA	had fun
5d76d2f7daf4bf00164d585b	No	NA	Was super hard to see the smaller shapes. Had to assume the """"fatter"""" small shapes were the circles and squares, but I was never sure
5d7850851841fc0001e9c64d	No	NA	NA
5d7cefc73f9ae70018b400f1	No	NA	NA
5d7e7207461e51001c5c236c	No	NA	cool study
5d7f79e7e41ee70018d9164a	No	NA	NA
5d847ac9be4b0b00188463d7	No	NA	NA
5d859977611c9700152f11a1	No	NA	No additional feedback.
5d8a29c082fec30001d9c24a	No	NA	Thank you for the study!
5d96eeed1998fb00177f6b71	No	NA	NA
5d9f5c0702dca80018822b8e	No	NA	NA
5da360b12e89480010ef417a	No	NA	No comments
5dc7870428e0d566b626bcb9	No	NA	NA
5dcb685070d51c8275d7bd54	No	NA	NA
5dcc3ec7db13278d75c8622f	No	NA	NA
5dcebf4ad2c3e0000ab3debe	No	NA	NA
5dceeba4144b510411fb4566	No	NA	Right at the start, the experiment took a little time to load, and I had thought it had frozen, so I did hit the escape key (but didn't exit the experiment).
5dd0749782569a156ed4f658	No	NA	NA
5dd43c63390fb6428d4974f0	No	NA	NA
5dd91a879dac7c8a7a36fecf	No	NA	NA
5dd95432cf08aa8dc50bb42a	No	NA	NA
5dd984381096ea907a3272f2	No	NA	NA
5ddd1dd2b48da3c63a3ccdbb	No	NA	NA
5ddd92855daaa6d095854780	No	NA	NA
5dedf0483711364928753ecd	No	NA	I was born left handed but I eat/write with my right hand.
5dee896cf87f5552d3cd6502	No	NA	NA
5dee933631a7e05381da6b02	No	NA	NA
5df15bc3361a8506b94f79ed	No	NA	NA
5df180b59b92b1098c0d5818	No	NA	NA
5df2f36b617219204de98060	No	NA	NA
5e0047b3a99550c62bda2dd6	No	NA	I could almost feel my brain having to think differently when using the slash key
5e0a434b8676812de85037c3	No	NA	NA
5e0d6dee4f40fb4f60fc0494	No	NA	NA
5e1b9951be8d633cb531644c	No	NA	NA
5e1f7b2a4c9b832b34e7c9d3	No	NA	NA
5e26762aa8c1118a9d578c4d	No	NA	NA
5e2e7d79acf5fe45b62f859a	No	NA	NA
5e387f2c0d70ef099d5e5a4f	No	NA	NA
5e38e79295ff561112eae457	No	NA	NA
5e3dff6b8714b707b9a258b0	No	NA	NA
5e455faf462e0802d9d9c3e2	No	NA	Dominant (left) hand felt more natural in task completion.
5e4a1730c94447480594cea4	No	NA	NA
5e4b793f03c92a08a6d28e3f	No	NA	NA
5e4d2e7f6603cd16888864e7	No	NA	NA
5e4e844553bc702cdf68404d	No	NA	NA
5e5220711b676824eb24c172	No	NA	NA
5e544727059e3744ccdd4c3b	No	NA	NA
5e56a66121583601d3c3526a	No	NA	NA
5e5731e3e1e8b90e25c1f3a2	No	NA	NA
5e62dbd8142c3c08017d8728	No	NA	NA
5e63e793e50a6316a75213c4	No	NA	n/a
5e6813ada1c2de09bc51d9b2	Not sure (please explain):	I've done about 9000 studies over the last 3 years between MTurk and Prolific. There's no telling if I have or haven't, as a large portion of those are reaction time studies.	NA
5e683c4d6ca0f9000d3f35fe	No	NA	NA
5e6d07de9cf1952cdc94bf61	No	NA	NA
5e6fca371814a4594af2f420	No	NA	NA
5e753ccd65c9670a250a019b	No	NA	NA
5e761a1c409bdd17b294f631	No	NA	NA
5e7d09e7f0a5a00c4a1ccf96	No	NA	NA
5e820eb36551aa02fd72e1dc	No	NA	NA
5e8a69c836bc63718a82cb90	No	NA	NA
5ea3694d838a642e5790ec0a	No	NA	NA
5ea9d795dec14d13eb7af3d9	No	NA	n/a
5eae37af3ac6885048af8db3	No	NA	NA
5eb6df62c23fbf5e87db6b4b	No	NA	NA
5ebb96b6cd673a0008ace9ce	No	NA	N/A
5eca8de81197051fa92b5a6a	No	NA	NA
5ed53833cb34a1098e5e2bce	No	NA	NA
5ed85fbefd7ffe37615b73a4	No	NA	NA
5ed9711cfca3941553f2cfd8	No	NA	NA
5eddb464a77718acaaa72ab5	Not sure (please explain):	something relatively similar	NA
5eebe4e6e61002183aec9b70	No	NA	NA
5eecf1789af5910cfeb71b53	No	NA	NA
5ef37831c37ebb0bbd2d3e03	No	NA	NA
5ef42ba59401801d9f859e2d	No	NA	Great Survey Thank You
5ef4b8cf1f15df0ae9c7a706	No	NA	NA
5ef6601481666334a551ebe7	No	NA	NA
5efaffccf90911000c95a3cb	No	NA	NA
5effca0389eb590c6eed8d4d	No	NA	NA
5f14606495f8a710716e860e	No	NA	it was very difficult to see the shapes
5f18a43ed0b0db0b6f0fc067	No	NA	NA
5f22bdb732432502a2615f3f	No	NA	NA
5f24993238b9f80892adf099	No	NA	No
5f289485f876761d798df65c	No	NA	NA
5f2afd90fcefd547f0ee556f	No	NA	NA
5f2dad07a2eef40aaef6edb6	No	NA	NA
5f3847dff97940117558fe41	No	NA	NA
5f3aff819bf5ad209a13d568	No	NA	NA
5f3c23cbcee6b3a3c4faff76	No	NA	NA
5f3d42de03555c0832cbef73	No	NA	NA
5f48c192be8b6224c26c3e50	No	NA	NA
5f49f3262a3d07563d14a7f1	No	NA	NA
5f4d3cb5fdda0b2c403fb801	No	NA	NA
5f4e7311fe19f004679bd5c0	No	NA	NA
5f4efbf90b8cc113d26921a4	No	NA	NA
5f4fd146ee39f70f490889c9	No	NA	NA
5f500418133110165a1539a9	No	NA	NA
5f504fd2cc049d1cbf29c40d	No	NA	NA
5f50732850c7c600098593df	No	NA	NA
5f50b1bbe29c992335098fb1	No	NA	NA
5f556bd46e6c4c93a5a90c77	No	NA	NA
5f67eb3f24636b4105db4826	No	NA	NA
5f6b8930b9d9530b1b065360	No	NA	NA
5f6d0c1efaad4d16c44fdd6d	No	NA	NA
5f7adf44d2ddfa74d5019c3d	No	NA	NA
5f8120ed0c4ed61e386b4302	No	NA	I got a bit tired during the test
5f877e0715f8781a0c7c3ab8	No	NA	NA
5f878ac24e7e5f1ba4237c09	No	NA	Maybe make the practice round shorter, this isn't a complicated task.
5f88dbd56a6aff03a935b5f8	No	NA	NA
5f898a035298a803c5a7b8d1	No	NA	NA
5f94a8e7fa8c422fc88940b0	No	NA	NA
5f95a44920f542417f4263cb	No	NA	NA
5f974c72a0ed8c0f9ce724ea	No	NA	NA
5f9fb315ae6f085ff96c0cac	No	NA	NA
5fa4c21a04bc5912180291bc	No	NA	Was it intended, for the prompts to flash on screen for only 0.26 seconds?  (Ha ha ha.)
5fa4f94e535f3b1aa628e0ab	No	NA	NA
5fa8300f0967d163ec3c05c3	No	NA	NA
5fb0a3d6a8e4224b973e750b	No	NA	NA
5fb142fa3d818059f4cd5497	Yes	NA	I felt like I did better with the first part then the second part. I was quicker to trigger the button for the slash and was wrong more than with the z.
5fbd371dc57ae80a38ba00c2	No	NA	NA
5fc150bd290b5717801b5821	No	NA	NA
5fc30c35704ddd267cc9123f	No	NA	NA
5fc3d41149c0c8728f07b95b	No	NA	NA
5fd15934025b991384ef1116	No	NA	NA
5fd53e2d08163d37f7cb72f6	No	NA	NA
5fd7782dee03dc08d3f3f491	No	NA	Thanks for the fun study
5fdd6ae284b3a9449c87a064	No	NA	NA
5fea7e34e1506a5df25419ec	No	NA	NA
5fea9f4983f6afa8281acf14	No	NA	NA
5fec281aeae543d80d09fbc0	No	NA	NA
5fed6c9c0d786daf31f29f3d	No	NA	NA
5fee2749ad8fba1104bd0f5b	No	NA	Much appreciated the experiment needed me to hit space to advance instead of just going.
5feff5d30ad48b39d17b9c25	No	NA	I thinkm I psyched myself out a few times
5ff0e3319cc6b3ff560a1d4d	No	NA	NA
5ff2240a2f567121402762e6	No	NA	none
600c3219a434df2de6427feb	No	NA	NA
600dcdff34fef66077146d8e	No	NA	NA
60163bb2b88fc70a66a6052b	No	NA	That was fun!
6018a5c0e1600b187ccb8693	No	NA	NA
601d69a993d94008fb2b25dc	No	NA	NA
602a8f9033061909d48b1d04	No	NA	This was kind of fun
602d71e6fe40c079523df438	No	NA	NA
60306cf6330619ee41fa3cd2	No	NA	N/A
603d6ae665fbaacb5621ede2	No	NA	NA
60413ee98b05db0b2f74a0c7	No	NA	really cool!
6041d51ff984371e3b18172d	No	NA	NA
6045267ffa48c161ab686843	No	NA	NA
6049273b7b4f029ba1c44e6b	No	NA	NA
605794cd71c6264c6798181b	No	NA	NA
6060a822ebad58844bb482f1	No	NA	NA
6060cc2bf9ba38d90b1a6f12	No	NA	Thank you for the opportunity to participate in this study today. It was challenging, but everything in the study worked just fine and was clear as well as easy to understand.
6063a680ba3790e15ab14ba9	No	NA	NA
6068f61c52d7168e0c8b049f	No	NA	NA
60734853295f4a6404bbf27f	No	NA	NA
60737b97d01c3800e734921d	No	NA	NA
607778a26ff3de83125f50c5	No	NA	NA
6079ff1600ff2b7455e1c3e0	No	NA	NA
608349d97d46ab71fc6c7111	No	NA	NA
6089714497c6a46ebdf12234	No	NA	NA
60897a1d66afbbe1bb33a8e2	No	NA	NA
608f2aa883599160c8b87a79	No	NA	NA
6091ab55ea2e97910519f8e7	No	NA	NA
6091ebb375f9f6e9e1acaef8	No	NA	NA
609b6c918ad180505fefd919	No	NA	NA
609be3207792bc09e989b7e0	No	NA	NA
60a55d4bb6bd9be6c95b89eb	No	NA	NA
60a8343c2e4dd727c4833eb6	No	NA	NA
60b7d18beb67181cd97d7ac5	No	NA	NA
60b8242021561f7827855c02	No	NA	The very first time I had to hit the spacebar to start the experiment, hitting the spacebar did nothing. I just started touching random keys until it initiated. I am not sure which one caused the experiment to start. After that, the spacebar always worked fine. I am not sure if it was an issue on my end or the experiment program.
60ba2ffd080107de026041d3	No	NA	NA
60bd80a54df9675c7f842774	No	NA	NA
60bfe979f044ae9801bac501	No	NA	NA
60c0eae0a61a05f2b626b6de	No	NA	NA
60c80c19de11452191e78dd5	No	NA	NA
60ce9fa3d9f9a088647a62ba	No	NA	maybe give a little countdown before the first one or have to press space again after the instructions
60d099f849987e86824eedcd	No	NA	NA
60d2d061fd054556769ca306	No	NA	NA
60d5ff02fef54b0399953c12	No	NA	It moved a bit too fast for me but maybe that was that how it was supposed to be
60ddf5abb47cc02285793096	No	NA	NA
60ded53d38608c2fa0d1ac4f	No	NA	NA
60dfc07ddcd24dcc266d8690	No	NA	Accidentally pressed """"/"""" on one of the """"/"""" tasks.
60e1d5f866e681d7e33fd01c	No	NA	NA
60e2600a329d5ebfcb54b413	No	NA	none
60e49c6274c1be146fa85140	No	NA	NA
60e9b19b0104bf65f6a92237	No	NA	NA
60ec54c58f88686dadb1a0c9	No	NA	NA
60ed0e7149a025da16189d35	No	NA	NA
60f39f67a5c2c9e50ce470ee	No	NA	NA
60f5f8769fc9289a9e518129	No	NA	NA
60f6de25f86ba8d688779946	No	NA	NA
60fc2ec58ad0da367daee3c1	Yes	NA	NA
60fcc58f020a0d9d03ce0e2e	No	NA	NA
60fcd9368e8d2b8740cf9251	No	NA	n/a
60fd592929e8016e53a167a6	No	NA	NA
60fd6607e7beec3c98d994b1	No	NA	NA
60fd6697546be8a6eb141693	No	NA	NA
60fd9531d59bcac5313f6345	No	NA	NA
60fdd7ce470f6c1005cb87cb	No	NA	NA
60fec21e36a05990cfa8a715	No	NA	NA
60feeffdd94575eb62a4e011	No	NA	NA
60fef6813613ab668c778a8a	No	NA	NA
60ff18bdffbecdc08f0ff60f	No	NA	NA
60ff5f95b4b604bb19bd526a	No	NA	NA
610024bfd6e1038ba3b1601d	No	NA	I think i forgot to put my Prolific ID in in the begining it is 610024bfd6e1038ba3b1601d
610047b6625158629496c7cd	No	NA	NA
61004e962509f21ce295df3d	No	NA	I had to restart my computer to be able to use this app. It wouldn't let me open my files or click next on your survey.
6100511e208bbea9bfc3154b	No	NA	NA
6100544802b385d8df434779	Not sure (please explain):	I've completed something of a similar nature (i.e. implicit biases tests, inattentive test for ADHD)	n/a
61007d09430c3904b407fabb	No	NA	NA
6101930ddd5330f83b898c61	No	NA	NA
61019ecfc479810360afbd54	No	NA	NA
6101ea599d7b137f326399c8	No	NA	NA
6102dacce29b57b1e268c13a	No	NA	NA
6102f78ac1791768db58ed54	No	NA	NA
6104b1c50f6057c1d8a6e3a6	No	NA	there was a little delay to move onto the second half of the task, maybe a tech issue?
6105a3ab3439f5af30a3777b	No	NA	NA
610735660c7ea715d047205b	No	NA	NA
610810c0356aacedc8cbc6f0	No	NA	I hope that was supposed to be difficult haha
610810dfb6e2212896f5d084	No	NA	NA
6108553abbf7a922fb6cfa3a	No	NA	NA
610855877c8363d76b3e6338	No	NA	NA
61087e4fc006ee7d6be38641	No	NA	NA
610898813e48dc2864965122	No	NA	The study seemed to freeze for a second in the middle. Pressing spacebar to advance to the next part would not work for the first few attempts.
6108bb33c59f5718fbf341e5	No	NA	NA
610969a2d61be5c3ba90fa9e	No	NA	NA
61097e0464a4a922602d495b	No	NA	NA
6109f35a1b748c0a8876d117	Yes	NA	NA
610c33fa86d4d9bbc1345e36	No	NA	NA
610d505ad461a3607f6ec804	No	NA	NA
610f7244c65ae4e57858a700	No	NA	NA
61108719ddb956bd0e94733d	No	NA	It felt easier to process the information presented when i was using my left hand to press z.
6110a371c00388d587922ff1	No	NA	NA
6110bd9e993f6fa5560b68f5	No	NA	NA
6110cb9fd3ba23cecacc8fc4	No	NA	NA
6110d2e3247a4ddc7c440cc5	No	NA	NA
6110d7f556da416401efdd5f	No	NA	No
611101548d78ab5ec3a9c42e	Not sure (please explain):	It looks similar to the tests I took as a kid when getting diagnosed with ADHD and ASD.	Thank you for letting me take part in your study. Happy Holidays and Happy New Year!
611118b967515e93dcf141f1	No	NA	NA
611121bd6fc323df0d3c7e4f	No	NA	NA
6111234ac8cfa49e38acbfb4	No	NA	N/A
61114b774f9199a8f8f75de2	No	NA	NA
61116b7ba2ada479c60a86e7	No	NA	NA
6111747b20e9e9c8b651b36a	No	NA	NA
6111782b298eff6c31853ea8	No	NA	NA
611195657110219178aa70e1	No	NA	NA
6111c4865701e1ba367af3e3	No	NA	NA
6111f586fe99b25bb899861a	No	NA	NA
611285de4477f8152efce6e8	Yes	NA	NA
6112dba8e2eb90519a46e6cf	No	NA	NA
611325c23a34bedb5feed16b	No	NA	NA
6113ffbf45e79bc2769db74c	No	NA	NA
61188057fe5a395476806c12	No	NA	NA
6119ccaad19b17d52526b724	No	NA	NA
611b38dea7f1754225fa39bf	No	NA	NA
611bb1fb49fbb5b94a8b5e46	No	NA	NA
611bd6da73757bf5ad0ced0a	No	NA	NA
611f123e92042b11d0b1ef8d	No	NA	NA
612274842d4805447451f87b	No	NA	NA
6122db5a591eaf8ee07cf3d0	No	NA	NA
6123d27b5481e1189844b7b0	No	NA	NA
61281debe85082cc937dd9ae	No	NA	NA
612ba4bfee20a1ffc86116f9	No	NA	NA
612c365b952c2a5244a9bee6	No	NA	NA
612c6bd26f5f81c5765989d9	No	NA	None.
612d20ea1043719545f90f62	No	NA	NA
612e91f6654fd2227289c863	No	NA	NA
612fcbbd5386d9edb42da147	No	NA	N/A
613461a8b9035cf9b29ad84d	No	NA	NA
6138de7da0cd911868bd8d03	No	NA	NA
613909e5cf0d18ff1e3162a9	No	NA	NA
613e399e5615a34457efcb44	No	NA	NA
6146adbeaabe03f64697f9ab	No	NA	NA
614bbf1e7de43dee7386fe3f	No	NA	NA
614d465852620924f85603c8	No	NA	NA
614d673e3a5fd5cb2b5b6eb7	No	NA	Nope! Thank you:)
614e0825d40616c90ebc1d49	No	NA	NA
614ea93d581d6f4281e9d232	No	NA	NA
614f571879ee135c5a579e08	No	NA	NA
6150af603e26f4482fedf8d9	No	NA	no
6153226d04ed5dce3aaa9703	No	NA	NA
6154a88b71a7f4347658b0f7	No	NA	NA
6155d24e3306f96464879b38	No	NA	NA
615cee2b2f844e72c397977a	No	NA	NA
615d0be013a41d01a6cace87	No	NA	NA
615e1782e969d4939045c54f	No	NA	NA
6160b0eb22d84b34a1b79b2f	No	NA	NA
61612338ddccab2e68b3e3cc	No	NA	So I took a while to do the first part of the task. I hope it doesn't hurt me, as far as the payout. Thank you, for the study. That was actually pretty cool.
61664d58d18ca2325a81008e	No	NA	NA
6168cbfbad1cc13ba73ade6e	No	NA	NA
616c9115b3a3d2f885822a57	No	NA	NA
616d0c1b16a0437469b6cd74	No	NA	Good and fun study!
616d9ef881036dfbfd63d2f4	No	NA	NA
616faf3ab8c53e7a73a5dea5	No	NA	NA
6171125c1d572c106f10824e	No	NA	NA
61729e07e7b9b645c1741ca9	No	NA	NA
6172cf92f2ea6613f717abb6	No	NA	NA
61741ba984f258d5c6a1303c	No	NA	N/A
61fa92f15719bc09cb834b86	No	NA	NA
62349b2406ea604d296bd69d	No	NA	NA
6234b7dcc6c6e13d5121ad28	No	NA	NA
62354223d36eda662355a9c0	No	NA	NA
62713a003caa3feec5c6a0ba	No	NA	NA
6272abac31a465b0f22fb7c1	No	NA	NA
62769797db0ff6f93df21cda	No	NA	I say instead of using the Z and / keys on your computer you should to the left and right arrow keys on the right side of keyboard.also if the square or circle either being the big square and circle or the little ones you hit the left key and if its on the right you click the right arrow key.it would show you guys  the people taking the survey are paying attention to the location of the key.
627a7fc214142c6f228e84fb	No	NA	NA
627e7b6d33e1df14160c05ba	No	NA	That was really, really interesting. I don't know why, but using my right hand to press the keys made things significantly easier.
628510a698e9e63b21ef9139	No	NA	NA
62853fe01fa0d21c4daacfcb	Not sure (please explain):	I've done a lot of random tasks where I have to press a button quickly in response to something and it's hard to remember them all, and honestly I just couldn't rule out having done this particular type of task with the big and the little shapes before, but I also couldn't necessarily say that I have done it before either, but I just don't really know.	My left arm might have been a little bit tired at the start of the task since I tend to lean on it a little bit when I use a computer, but I did try to make sure it was at rest the same as my right arm was when I did the task.
6285706b066c6502c413e9a3	No	NA	NA
6285892c0fc742d49a255328	No	NA	It was fun :)
62865e3456c142785cfad2a7	No	NA	Thank you for the study, I answered honestly and to the best of my abilities. I took my time to reread to fully understand, sorry.
628dec55823f672331c68577	No	NA	NA
628f0d7e3055b5d1887916c5	No	NA	NA
628fb69f72e574bb9a8c1a47	No	NA	NA
628fde22d960fa7a63fb231d	No	NA	N/A
629082739390703f993b12bd	No	NA	NA
6290d05992a97c47797f9de3	No	NA	NA
62911ef14fd68295d60ba83b	No	NA	NA
6294fce0aa6f8d12e0a7cd1e	No	NA	NA
6296849bbd45e6accf130f07	No	NA	NA
629753864174e42d30576cf8	No	NA	NA
62977ce96efd80b585b2d75d	No	NA	NA
6297b5dba0b83527c9907832	No	NA	NA
6298dd311a003b986813851b	No	NA	NA
6298df7da7b45df1b730d3aa	No	NA	NA
629a7466cebc9523d66d4d8e	No	NA	NA
629e241d171ec6698e05f149	No	NA	NA
629e633c82ed7bd84fce0f9a	No	NA	NA
62a0b34cbcc5987a8fa73c39	No	NA	NA
62a33f5217536a32157d874e	No	NA	NA
62a885d5b6af18b3d4579e1b	No	NA	NA
62aa26592478d039ddeaaa4c	No	NA	I bat and golf with my left hand, I was supposed to be left handed but my parents forced me to be right handed in almost everything.
62adef58d6f991bb5660e772	No	NA	NA
62b055b8af4eda974466ad0d	No	NA	NA
62b0a213241d25b7185f43a4	No	NA	NA
62b17a23f40c54a776801476	No	NA	none
62b9b95e108fbc4df78a2956	No	NA	NA
62b9cf42a63194f71fc0a393	No	NA	NA
62bb23c919ebfd3b0448e942	No	NA	NA
62c3430ae19d78462af9e743	No	NA	NA
62c396eed1893e06fdad4574	No	NA	NA
