subject	time_elapsed_ms	blocknum	block_type	block_response	trialnum	target	level	field	target_present	response	correct	rt	ehi_i1_writing	ehi_i2_throwing	ehi_i3_toothbrush	ehi_i4_spoon	ehi_total	age	country	sex	education	race	hispanic_ethnicity	task_experience_response	task_experience_other_response	open_ended_feedback_response
59a07638bfd73c00010ea394	159516	2	main	z	4	absent	absent	absent	no	absent	1	2000	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	162469	2	main	z	5	absent	absent	absent	no	absent	1	2000	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	165476	2	main	z	6	square	global	LVF	yes	absent	0	2000	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	167329	2	main	z	7	square	local	RVF	yes	present	1	829	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	169561	2	main	z	8	square	local	LVF	yes	present	1	821	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	172379	2	main	z	9	square	local	RVF	yes	present	1	1596	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	174603	2	main	z	10	circle	global	RVF	yes	present	1	1039	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	176737	2	main	z	11	circle	global	RVF	yes	present	1	948	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	179041	2	main	z	12	circle	local	RVF	yes	present	1	1117	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	181105	2	main	z	13	square	global	RVF	yes	present	1	877	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	183265	2	main	z	14	circle	local	RVF	yes	present	1	894	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	186412	2	main	z	15	absent	absent	absent	no	absent	1	2000	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	188457	2	main	z	16	square	global	RVF	yes	present	1	941	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	190898	2	main	z	17	square	global	LVF	yes	present	1	797	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	192769	2	main	z	18	circle	global	LVF	yes	present	1	763	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	194425	2	main	z	19	circle	global	RVF	yes	present	1	723	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	196089	2	main	z	20	square	local	LVF	yes	present	1	837	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	197595	2	main	z	21	circle	local	LVF	yes	present	1	702	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	200364	2	main	z	22	absent	absent	absent	no	absent	1	2000	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	202353	2	main	z	23	circle	global	RVF	yes	present	1	796	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	203977	2	main	z	24	circle	local	LVF	yes	present	1	821	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	206725	2	main	z	25	absent	absent	absent	no	absent	1	2000	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	208529	2	main	z	26	square	global	RVF	yes	present	1	797	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	211356	2	main	z	27	absent	absent	absent	no	absent	1	2000	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	213131	2	main	z	28	circle	global	LVF	yes	present	1	791	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	215958	2	main	z	29	absent	absent	absent	no	absent	1	2000	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	218059	2	main	z	30	square	global	LVF	yes	present	1	903	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	219977	2	main	z	31	circle	local	RVF	yes	present	1	933	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	221569	2	main	z	32	circle	global	LVF	yes	present	1	802	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	223211	2	main	z	33	circle	local	RVF	yes	present	1	847	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	224819	2	main	z	34	square	local	LVF	yes	present	1	815	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	226553	2	main	z	35	square	local	LVF	yes	present	1	850	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	228193	2	main	z	36	circle	local	LVF	yes	present	1	853	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	230099	2	main	z	37	square	global	LVF	yes	present	1	1103	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	232932	2	main	z	38	absent	absent	absent	no	absent	1	2000	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	234769	2	main	z	39	square	global	RVF	yes	present	1	813	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	236361	2	main	z	40	circle	global	LVF	yes	present	1	782	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	237873	2	main	z	41	circle	global	RVF	yes	present	1	723	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	240668	2	main	z	42	absent	absent	absent	no	absent	1	2000	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	242370	2	main	z	43	square	global	RVF	yes	present	1	734	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	243921	2	main	z	44	circle	global	RVF	yes	present	1	758	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	245361	2	main	z	45	circle	global	RVF	yes	present	1	651	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	246849	2	main	z	46	square	local	RVF	yes	present	1	723	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	248321	2	main	z	47	circle	global	LVF	yes	present	1	685	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	249753	2	main	z	48	circle	local	RVF	yes	present	1	628	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	251289	2	main	z	49	circle	local	LVF	yes	present	1	637	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	252891	2	main	z	50	circle	global	RVF	yes	present	1	815	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	254545	2	main	z	51	square	local	RVF	yes	present	1	869	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	256177	2	main	z	52	circle	global	LVF	yes	present	1	829	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	257803	2	main	z	53	square	global	LVF	yes	present	1	821	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	259500	2	main	z	54	circle	local	LVF	yes	present	1	870	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	261202	2	main	z	55	square	local	LVF	yes	present	1	837	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	262891	2	main	z	56	square	global	LVF	yes	present	1	855	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	264721	2	main	z	57	circle	local	RVF	yes	present	1	930	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	266546	2	main	z	58	square	global	RVF	yes	present	1	998	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	268377	2	main	z	59	circle	local	RVF	yes	present	1	1004	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	270017	2	main	z	60	square	local	RVF	yes	present	1	836	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	271721	2	main	z	61	square	global	LVF	yes	present	1	854	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	273457	2	main	z	62	square	global	LVF	yes	present	1	893	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	275889	2	main	z	63	absent	absent	absent	no	present	0	1533	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	278716	2	main	z	64	square	global	RVF	yes	absent	0	2000	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	281740	2	main	z	65	absent	absent	absent	no	absent	1	2000	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	285006	2	main	z	66	absent	absent	absent	no	absent	1	2000	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	286809	2	main	z	67	square	local	LVF	yes	present	1	739	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	289620	2	main	z	68	absent	absent	absent	no	absent	1	2000	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	292668	2	main	z	69	square	global	RVF	yes	absent	0	2000	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	294505	2	main	z	70	square	local	LVF	yes	present	1	835	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	296073	2	main	z	71	square	local	RVF	yes	present	1	763	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	297745	2	main	z	72	circle	local	LVF	yes	present	1	860	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	299449	2	main	z	73	circle	local	RVF	yes	present	1	915	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	301113	2	main	z	74	circle	global	LVF	yes	present	1	875	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	303940	2	main	z	75	absent	absent	absent	no	absent	1	2000	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	305689	2	main	z	76	circle	local	LVF	yes	present	1	725	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	307473	2	main	z	77	circle	global	LVF	yes	present	1	996	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	308913	2	main	z	78	square	local	LVF	yes	present	1	675	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	311740	2	main	z	79	absent	absent	absent	no	absent	1	2000	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	314588	2	main	z	80	absent	absent	absent	no	absent	1	2000	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	327482	3	practice	slash	1	square	global	RVF	yes	present	1	681	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	330329	3	practice	slash	2	circle	local	RVF	yes	present	1	645	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	333049	3	practice	slash	3	square	global	LVF	yes	present	1	629	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	335636	3	practice	slash	4	square	global	LVF	yes	present	1	719	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	338017	3	practice	slash	5	circle	local	RVF	yes	present	1	498	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	342013	3	practice	slash	6	absent	absent	absent	no	absent	1	2000	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	344585	3	practice	slash	7	circle	global	LVF	yes	present	1	636	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	347267	3	practice	slash	8	circle	global	RVF	yes	present	1	765	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	351300	3	practice	slash	9	absent	absent	absent	no	absent	1	2000	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	353961	3	practice	slash	10	circle	global	RVF	yes	present	1	669	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	357804	3	practice	slash	11	absent	absent	absent	no	absent	1	2000	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	360569	3	practice	slash	12	square	local	LVF	yes	present	1	779	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	363116	3	practice	slash	13	square	local	LVF	yes	present	1	727	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	365825	3	practice	slash	14	circle	local	RVF	yes	present	1	725	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	369748	3	practice	slash	15	absent	absent	absent	no	absent	1	2000	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	372465	3	practice	slash	16	circle	global	LVF	yes	present	1	765	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	377207	4	main	slash	1	absent	absent	absent	no	absent	1	2000	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	379036	4	main	slash	2	circle	global	RVF	yes	present	1	749	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	381242	4	main	slash	3	square	local	LVF	yes	present	1	740	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	382857	4	main	slash	4	square	local	RVF	yes	present	1	717	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	384569	4	main	slash	5	circle	local	RVF	yes	present	1	789	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	386251	4	main	slash	6	circle	global	LVF	yes	present	1	839	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	387932	4	main	slash	7	circle	local	RVF	yes	present	1	760	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	389674	4	main	slash	8	square	global	LVF	yes	present	1	838	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	391473	4	main	slash	9	circle	global	RVF	yes	present	1	899	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	393138	4	main	slash	10	circle	global	LVF	yes	present	1	861	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	394929	4	main	slash	11	circle	local	RVF	yes	present	1	915	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	396665	4	main	slash	12	circle	local	LVF	yes	present	1	954	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	399486	4	main	slash	13	absent	absent	absent	no	absent	1	2000	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	401289	4	main	slash	14	square	global	LVF	yes	present	1	829	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	403049	4	main	slash	15	square	local	LVF	yes	present	1	900	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	404809	4	main	slash	16	square	local	RVF	yes	present	1	893	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	406601	4	main	slash	17	square	global	RVF	yes	present	1	933	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	408321	4	main	slash	18	circle	local	LVF	yes	present	1	917	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	410081	4	main	slash	19	circle	local	LVF	yes	present	1	933	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	412879	4	main	slash	20	absent	absent	absent	no	absent	1	2000	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	415145	4	main	slash	21	square	local	LVF	yes	present	1	861	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	418004	4	main	slash	22	absent	absent	absent	no	absent	1	2000	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	419905	4	main	slash	23	circle	global	LVF	yes	present	1	909	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	421586	4	main	slash	24	circle	local	RVF	yes	present	1	781	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	424486	4	main	slash	25	absent	absent	absent	no	absent	1	2000	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	426273	4	main	slash	26	circle	global	LVF	yes	present	1	821	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	428106	4	main	slash	27	square	global	LVF	yes	present	1	949	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	430049	4	main	slash	28	circle	local	LVF	yes	present	1	1117	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	432812	4	main	slash	29	absent	absent	absent	no	absent	1	2000	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	434595	4	main	slash	30	square	local	RVF	yes	present	1	837	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	437420	4	main	slash	31	absent	absent	absent	no	absent	1	2000	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	439307	4	main	slash	32	square	global	RVF	yes	present	1	926	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	442094	4	main	slash	33	absent	absent	absent	no	absent	1	2000	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	443754	4	main	slash	34	square	local	RVF	yes	present	1	837	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	445404	4	main	slash	35	square	global	RVF	yes	present	1	856	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	446971	4	main	slash	36	square	global	RVF	yes	present	1	758	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	448601	4	main	slash	37	square	global	LVF	yes	present	1	804	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	450297	4	main	slash	38	square	local	LVF	yes	present	1	869	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	453084	4	main	slash	39	circle	global	RVF	yes	absent	0	2000	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	455059	4	main	slash	40	circle	global	RVF	yes	present	1	815	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	456681	4	main	slash	41	square	global	LVF	yes	present	1	837	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	458378	4	main	slash	42	circle	global	RVF	yes	present	1	757	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	460113	4	main	slash	43	square	local	RVF	yes	present	1	914	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	461738	4	main	slash	44	circle	local	LVF	yes	present	1	853	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	463355	4	main	slash	45	circle	local	LVF	yes	present	1	831	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	464995	4	main	slash	46	square	global	RVF	yes	present	1	855	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	466658	4	main	slash	47	square	global	LVF	yes	present	1	853	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	468258	4	main	slash	48	circle	local	RVF	yes	present	1	838	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	469988	4	main	slash	49	circle	global	LVF	yes	present	1	967	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	471586	4	main	slash	50	circle	local	LVF	yes	present	1	829	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
59a07638bfd73c00010ea394	474372	4	main	slash	51	absent	absent	absent	no	absent	1	2000	25	12.5	25	12.5	75	23	US	Male	12	Black or African American	No	No	NA	NA
